Source,Material,Environment,Temperature (°C),Salinity (g/L),pH,Dissolved Oxygen (mg/L),Chloride Concentration (ppm),Open Circuit Potential (mV),Polarization Resistance (Ω·cm²),Corrosion Rate (µm/year),Corrosion Potential (mV),Passivation Range (V),Pitting Potential (V),Corrosion Products,Exposure Zone,Weld Type,Image Label
Kaggle-Env,Steel B,Lab Seawater,21.083974392725615,36.74019919058793,8.089453989484698,5.756842404998869,8021.90978910869,-865.4762301600963,2271.0818958570608,189.0685672796674,-851.4343852630288,0.23020971618161196,-0.21347889969049216,α‑Fe,Atmospheric,TIG,
Kaggle-Env,Steel B,Accelerated Chamber,21.078850245100547,30.51835799119729,8.113291684887379,6.442187020061699,9820.531875045273,-935.8772105991051,1093.5911028974158,195.48897880177864,-612.8238878438867,0.2316591547157616,-0.33739440186189434,Fe₂O₃,Splash,MIG,
Kaggle-Env,Steel B,Lab Seawater,19.608333242346998,35.488586650773556,8.137688246895936,4.641461624478973,14732.017292537288,-806.082968701895,1502.9185751174437,135.6890704905646,-946.4004264225077,0.6152067535679928,-0.48036529287917384,Fe₃O₄,Tidal,TIG,
Kaggle-Env,Steel B,Natural Seawater,15.029476441726228,32.876327290436784,7.742022079980877,6.69458166989963,13477.860209710552,-904.4717655598686,1100.524806626815,71.45016839985897,-699.3825093652495,0.4747573966604168,-0.364000697327822,γ‑FeO(OH),Splash,Arc,
Kaggle-Env,Steel B,Accelerated Chamber,29.58689588175993,33.067765995221414,8.214052723378126,4.717013022957123,14466.547449353931,-942.1509387932807,2463.014700218606,106.18223650693719,-702.8138431056582,0.33591297562166345,-0.49681047829670466,α‑Fe,Tidal,MIG,
Kaggle-Env,Steel B,Accelerated Chamber,34.33690999598571,33.52958503452356,7.591391486331776,6.775798362040627,1158.9099556602848,-823.8506105004799,2225.460860907755,169.6598395022321,-732.0586606675708,0.5683821837951397,-0.010822606471571683,Fe₃O₄,Atmospheric,MIG,
Kaggle-Env,Steel B,Lab Seawater,19.485869665700903,36.2129244904961,7.6992703364668005,4.918392643015874,5135.680592030185,-675.6916121236673,2278.8211318689555,105.10860930456056,-603.461903869597,0.3517148709500667,-0.017126395090126256,Fe₃O₄,Splash,Arc,
Kaggle-Env,Steel B,Accelerated Chamber,28.26094383606845,33.34049965668769,8.377470046654482,4.47020520060088,13572.001479597273,-751.8367580712252,2406.9478471508414,63.05258274541831,-840.8421974826962,0.5465790526066536,-0.3024223512638475,α‑Fe,Immersion,TIG,
Kaggle-Env,Steel A,Accelerated Chamber,29.8379265391743,37.326990505902806,8.238723150726566,4.66113796057183,10195.797995415196,-840.527703776376,1127.655229179678,133.5177366392282,-831.0098476723631,0.4155252481896142,-0.135814572830177,α‑Fe,Immersion,None,
Kaggle-Env,Steel C,Natural Seawater,31.968507581810496,34.0452738557387,7.513745554011345,4.007968540876281,1100.956037698573,-720.9802980775481,1578.3963887700002,176.76812772440522,-922.3712089687056,0.6941313359670915,-0.3270969507947875,Fe₃O₄,Splash,Arc,
Kaggle-Env,Steel B,Natural Seawater,23.452583940272184,30.683532003099586,7.7483762603698,6.874958471414121,16285.398206204625,-868.7936368919162,1106.5523335660032,169.38895807152534,-795.0206522096919,0.6924176964600677,-0.16445342145701197,Fe₂O₃,Atmospheric,None,
Kaggle-Env,Steel C,Lab Seawater,21.058618112808585,37.837598424841076,7.714406482993165,6.929604196233516,15683.38189251641,-944.9664938747702,1316.189652325043,76.26847101955299,-858.6330158178032,0.48641023887344087,-0.09728497847701045,Fe₃O₄,Atmospheric,None,
Kaggle-Env,Steel B,Natural Seawater,21.505902680460622,32.85758324592706,7.770806328036972,6.059733399653037,11419.96409687769,-682.4763147472504,1344.0486655565085,150.91469216187,-829.8146542378245,0.4104914656010094,-0.026621877653879633,α‑Fe,Immersion,Arc,
Kaggle-Env,Steel B,Lab Seawater,29.252426661970254,34.32766879599263,7.747559770279887,4.645451204221535,2262.80318974917,-731.6899202975968,1703.660816571368,83.07563951534706,-657.8998734105303,0.41753587793545677,-0.299893862075164,Fe₃O₄,Splash,TIG,
Kaggle-Env,Steel A,Lab Seawater,31.33558933011272,36.85443883221902,7.562526295742845,4.334217350042759,15563.785941119108,-683.1940814246641,1402.843251180464,82.73113018282584,-622.5804202653765,0.6834287154009309,-0.10835100852197616,Fe₂O₃,Atmospheric,None,
Kaggle-Env,Steel A,Lab Seawater,18.632279355132052,33.32456157148712,7.958940516596821,4.076515865749148,12090.558166895915,-936.371694159317,1151.4671602266417,181.11076599577777,-884.9934247981851,0.39690768967856727,-0.3670357746839406,γ‑FeO(OH),Immersion,Arc,
Kaggle-Env,Steel C,Accelerated Chamber,22.418820163155303,30.565856561467157,8.232733474786166,4.662992707860883,15857.239566001224,-657.0081302592718,1251.2366336411615,87.45034291103453,-819.6218739562869,0.32543562422410766,-0.004833848103175831,γ‑FeO(OH),Tidal,MIG,
Kaggle-Env,Steel A,Natural Seawater,33.038803934983,33.739210470128135,8.106731724717436,7.563422139932587,15283.192855520969,-733.1658299872938,1220.9133453281363,89.48710197770168,-624.9793032596122,0.2508130051251841,-0.48711520061782443,Fe₃O₄,Splash,MIG,
Kaggle-Env,Steel A,Lab Seawater,31.133870393894785,39.44448582694304,8.17287166859808,4.966147366806727,16257.039367198906,-752.811627250576,2459.615196868447,50.09800861419493,-928.3670387587721,0.4800158725306451,-0.19823559674943952,Fe₂O₃,Tidal,MIG,
Kaggle-Env,Steel C,Natural Seawater,34.69716805524952,36.417343972985584,7.581149178536239,5.417085308868863,10842.153261687872,-731.385083159914,2138.9387603777104,180.60035511882765,-917.6738151610175,0.4892792593519052,-0.17024700917433644,γ‑FeO(OH),Tidal,Arc,
Kaggle-Env,Steel A,Lab Seawater,30.084965193641615,36.71479148667207,8.451490710176786,4.421381937925332,3666.165845676785,-647.4483635960726,2451.642197904343,168.8892219813702,-893.0231537778197,0.7045452262417444,-0.15597722146293558,Fe₃O₄,Atmospheric,MIG,
Kaggle-Env,Steel B,Natural Seawater,22.863904020558444,36.322821536376395,8.338491833843024,4.889445218992681,13751.991994214084,-744.5722227043825,1659.6107297618628,144.0993402636017,-741.6755080555938,0.3327432178676384,-0.4398062106054555,Fe₃O₄,Atmospheric,None,
Kaggle-Env,Steel C,Natural Seawater,26.812756679892757,31.989921389594368,8.305090318495663,6.076898283120821,12789.001915987441,-746.6673670391373,1417.552722493985,162.53986459082634,-897.3347051479009,0.42859476420104,-0.030735108263434785,Fe₂O₃,Atmospheric,MIG,
Kaggle-Env,Steel C,Lab Seawater,28.220285084946404,34.1833386410228,8.322983805041767,6.43101073238261,15102.810556782657,-603.262295026982,2197.4397958137797,72.80728511367377,-611.1732664922433,0.6850434433362147,-0.4094083604749586,α‑Fe,Splash,MIG,
Kaggle-Env,Steel B,Accelerated Chamber,16.569116326342478,37.509397983633185,8.432710508132761,4.981409256664844,4227.739114963971,-685.1444415260012,1489.3808770617202,118.74853918813632,-793.6499154595178,0.6941741664493841,-0.18862329838007946,Fe₃O₄,Tidal,None,
Kaggle-Env,Steel A,Natural Seawater,25.889939182077303,31.013728975531592,8.044253966113697,4.230928636900469,4704.528798105495,-795.1971680921026,1449.0750605580224,102.68290810231713,-774.4687138774418,0.43076664558726097,-0.3886619604384575,α‑Fe,Splash,MIG,
Kaggle-Env,Steel C,Accelerated Chamber,29.18641656945219,32.77852776089712,7.700282017867626,5.564131476509594,17917.78082716724,-702.4110499884753,1348.7589883117469,64.06647893855248,-863.6694844681077,0.47547441397200857,-0.34639179148936455,α‑Fe,Atmospheric,None,
Kaggle-Env,Steel C,Accelerated Chamber,18.346426080021207,32.76319108465854,8.116783607852541,4.936813483705336,15249.578170589346,-813.769334907874,1194.518467336353,122.91957278223862,-785.1639116478433,0.3819715345095698,-0.22677072913593782,γ‑FeO(OH),Tidal,MIG,
Kaggle-Env,Steel B,Lab Seawater,30.612634348511143,34.32018927594506,8.242881493667939,4.878215692919207,18256.341285306135,-869.8935881307754,1384.694591525149,188.1109475513953,-718.330228577046,0.7595329270515874,-0.29140329071771176,α‑Fe,Splash,None,
Kaggle-Env,Steel B,Lab Seawater,26.675455610282235,39.803687409421855,8.237917393354026,7.839451210853821,15415.591102114493,-741.1018430892842,1532.9796227108316,56.00886785760417,-687.088002066085,0.27118625944494823,-0.41988719951174686,Fe₂O₃,Splash,MIG,
Kaggle-Env,Steel A,Lab Seawater,34.04443571395189,30.67502546683822,8.02144902416688,6.465201943702896,12345.950813815736,-625.136265660117,2010.9913122185956,93.71913702406908,-686.1461710515305,0.760249653800882,-0.41453179878957586,γ‑FeO(OH),Immersion,None,
Kaggle-Env,Steel C,Natural Seawater,15.848445964137834,35.18700994380595,7.568458719333578,6.227513772688384,13428.522003529599,-624.801167994588,1093.8472633291774,81.13114043085552,-747.7381105570691,0.610319871101206,-0.2909276059186002,γ‑FeO(OH),Splash,Arc,
Kaggle-Env,Steel A,Lab Seawater,20.30652275110934,31.793646820122106,7.8711129384301275,5.663100414093288,17893.430554860188,-830.3331526630784,1315.7604094980145,85.72199804985445,-633.47407875215,0.5189432916120388,-0.12135851086224964,γ‑FeO(OH),Atmospheric,None,
Kaggle-Env,Steel A,Lab Seawater,27.03107758599648,39.70676545409744,8.420766608463357,5.7157773337205775,11997.32833572687,-765.3128868224068,2213.5354604375143,186.2651827819063,-663.9072534428617,0.21959543647069754,-0.05101767657610573,Fe₃O₄,Splash,MIG,
Kaggle-Env,Steel B,Natural Seawater,20.93119824411861,31.133035047274642,8.084448909757427,6.163620015352324,13015.43516223936,-875.9274355005485,1220.382885375656,120.21035813514352,-685.033159855481,0.485357715093205,-0.4579361688703086,Fe₃O₄,Tidal,MIG,
Kaggle-Env,Steel C,Natural Seawater,29.288483281424845,34.036010023615916,8.038331943255713,6.785719228144429,3973.057604068411,-601.5291116753908,1513.9677197837823,119.94491194097282,-930.5380674118388,0.4446488630016394,-0.30344804622029947,α‑Fe,Splash,TIG,
Kaggle-Env,Steel C,Lab Seawater,30.18010565043862,37.378849848346064,7.768853514382194,6.808584384727318,10004.503182205952,-606.6087322462224,2296.98838278721,164.08634636829234,-947.5927132231227,0.2967312871850736,-0.4498772181385617,γ‑FeO(OH),Immersion,None,
Kaggle-Env,Steel C,Lab Seawater,17.05031928132949,37.045544280274456,7.868448919916579,4.686775630821798,14611.54512720388,-722.6718746023935,1232.387966715164,73.17383060073887,-875.6434529815845,0.5938457621003942,-0.49170375968370106,γ‑FeO(OH),Tidal,Arc,
Kaggle-Env,Steel B,Lab Seawater,25.277089284135354,34.227286368939325,8.395346089153168,6.0004510083065075,6147.911268010943,-668.4550791128843,1124.1052534272849,123.08980311500761,-717.7667421302917,0.7826905444209715,-0.1691406586780217,Fe₂O₃,Tidal,None,
Kaggle-Env,Steel B,Lab Seawater,25.177811111821118,33.46524167952718,8.166463047526836,5.647832380136408,4842.829429966163,-699.714943550705,1726.8069926200162,114.49778211815895,-806.080878891109,0.5373132866387151,-0.1987752790167061,α‑Fe,Immersion,None,
Kaggle-Env,Steel B,Accelerated Chamber,22.38561540431082,33.976123785528706,8.287387026752333,7.482107865077537,6962.709356263896,-742.3946233361861,1453.6292669178047,139.5366035819984,-809.1578092452409,0.6288519658663676,-0.4184904430925569,Fe₂O₃,Atmospheric,Arc,
Kaggle-Env,Steel B,Accelerated Chamber,33.65849725139344,32.64276263158639,7.954345423067656,6.525675684873505,5588.511931863835,-931.3282010538858,1845.1125467257812,199.93365548756577,-640.3945891196352,0.24107027153961008,-0.38309358345346795,α‑Fe,Tidal,None,
Kaggle-Env,Steel B,Lab Seawater,31.550126397464425,32.053329387068,8.130247219456159,6.130016265663928,5083.340103691521,-790.8324801065686,2205.707335725213,165.41733411230706,-636.5530031538565,0.45060019749019686,-0.4881461231777408,α‑Fe,Atmospheric,Arc,
Kaggle-Env,Steel C,Accelerated Chamber,28.944187638192737,34.8303969755889,7.748383608743207,4.4615785687156695,9072.166014493652,-713.8247942414064,1205.7227322291146,109.67985545261408,-631.7886575812449,0.26981509109869756,-0.08252639715279814,Fe₃O₄,Tidal,Arc,
Kaggle-Env,Steel A,Natural Seawater,29.286532714699952,32.685337560676075,8.205460830283487,6.422551557293646,18248.931763787146,-712.8639351407104,1871.0486268314276,174.13295784110704,-840.1426732197405,0.5676775013219063,-0.01265470197572427,Fe₃O₄,Tidal,None,
Kaggle-Env,Steel C,Accelerated Chamber,24.234322876262382,32.8746166489725,7.927601333703337,4.468815622720934,10634.133288035648,-819.4070835521658,1758.263140584796,75.60625449687203,-708.1304655412584,0.7630892949284929,-0.4322702316026546,Fe₂O₃,Atmospheric,None,
Kaggle-Env,Steel A,Accelerated Chamber,33.41989042193151,36.56756063474557,7.9425455148147455,5.348826302263008,4570.487235491138,-620.4078046696893,1216.1181790197993,54.56955294634402,-854.9283865539707,0.5970666394829831,-0.38426239311735094,α‑Fe,Tidal,MIG,
Kaggle-Env,Steel B,Lab Seawater,28.891908545065707,39.68537331699892,8.149322324576882,4.571367859257327,2462.4617182366073,-891.4250387171267,1935.9977282934738,80.66725586964095,-883.2865584239426,0.24608182898865294,-0.06579523802653298,γ‑FeO(OH),Atmospheric,MIG,
Kaggle-Env,Steel A,Accelerated Chamber,29.579621233116328,36.03637200559375,8.436280621468926,6.768294588097476,14226.96675762058,-774.8741938245538,1410.4606267911574,101.06173341713895,-885.3786399284207,0.4127997229910497,-0.036768101021907584,Fe₃O₄,Immersion,TIG,
Kaggle-Env,Steel C,Accelerated Chamber,32.2338180757469,30.769794670649663,7.564006346608621,4.82500845534461,8273.176524291368,-708.190608207212,1731.751477816019,126.58711361893398,-830.2623326977421,0.530398027664511,-0.29018630859659483,γ‑FeO(OH),Atmospheric,TIG,
Kaggle-Env,Steel C,Accelerated Chamber,20.48143178684382,30.75583613854067,8.324743237347008,5.567437492752104,16614.787985121824,-706.0024679378668,1123.4084864155927,142.26937108117997,-799.5148330770623,0.4419246536799514,-0.47468876386546294,Fe₂O₃,Immersion,None,
Kaggle-Env,Steel A,Accelerated Chamber,31.14141807733406,39.51423220845566,7.792383110412193,7.582699110475115,13530.704604174634,-722.9763651309146,1689.3760858204346,186.59085758216327,-659.1677901307261,0.7001864062851035,-0.4803040831535903,Fe₃O₄,Tidal,Arc,
Kaggle-Env,Steel B,Natural Seawater,18.904812059129842,32.972907903073335,7.943919454506378,4.817265533595881,16128.587560286001,-853.6491252918489,1459.6952020642304,126.47810143256865,-908.0381172845507,0.6888026028259936,-0.21302506696549478,Fe₃O₄,Atmospheric,TIG,
Kaggle-Env,Steel B,Lab Seawater,21.906839044897758,30.920669860824756,7.521913328775009,6.031220255835116,6166.974748950526,-895.3277009596823,2233.5718167780315,125.1913466938594,-692.775953411787,0.5670986120619329,-0.3035524455534105,α‑Fe,Tidal,None,
Kaggle-Env,Steel C,Lab Seawater,21.712209085396854,35.990445871503816,7.801046077834313,5.677086644664088,14154.819526760104,-727.4208856106512,1085.4680904960524,57.53645147344732,-763.9907800337431,0.4240747670796232,-0.48567378621117274,Fe₂O₃,Atmospheric,TIG,
Kaggle-Env,Steel A,Natural Seawater,34.57050936778281,36.236487782902664,8.00263124263013,4.072496164182919,6017.177709180657,-740.2442593511968,1627.910912377495,55.23673289843357,-849.2191300634026,0.35320182425794655,-0.20837380384372162,α‑Fe,Immersion,Arc,
Kaggle-Env,Steel B,Accelerated Chamber,32.13074447495853,36.485048201186885,7.556176077347439,7.171032454291251,18842.30110955554,-887.2253963987656,1687.6471361971571,132.6739942874558,-777.5131454135114,0.2635245909278776,-0.49434873170548876,Fe₃O₄,Immersion,None,
Kaggle-Env,Steel B,Natural Seawater,29.023397231805195,32.67402027857541,7.991095729383165,4.276183625258399,13091.111349134113,-703.2012990503029,2087.509114448678,115.72679198725167,-845.0202755780421,0.41293861009193245,-0.10631402092536352,Fe₂O₃,Atmospheric,Arc,
Kaggle-Env,Steel C,Accelerated Chamber,29.541135232307802,30.15110684214475,8.427110628858427,5.897020083907814,7165.7242033315,-790.6898028932203,1861.4313626353164,175.8770592470448,-741.3713156665929,0.44790351032463177,-0.3467835886483142,Fe₃O₄,Immersion,None,
Kaggle-Env,Steel B,Natural Seawater,26.24145588805142,39.65015369454472,7.605393218107805,6.2427131797558,6120.72538355318,-716.2837929388965,2000.8185057912715,74.10193770677678,-798.1546270006645,0.6054937550624442,-0.47987099849538395,Fe₂O₃,Tidal,TIG,
Kaggle-Env,Steel A,Lab Seawater,33.94181334217038,32.508930456911024,8.264440728075504,6.513705826458349,4627.6051163612265,-656.9215220804473,2165.573928477634,53.74574931755744,-892.4580648223924,0.5948958945785441,-0.20582388950842334,Fe₃O₄,Tidal,MIG,
Kaggle-Env,Steel C,Lab Seawater,24.92517505764723,36.760262880525474,7.909671053375993,6.754526517231502,14198.178218980827,-890.5950499980769,2293.304460487283,117.35581518951888,-909.1959239055061,0.2420648837847542,-0.30115779278347266,γ‑FeO(OH),Splash,TIG,
Kaggle-Env,Steel C,Lab Seawater,22.61035419739789,37.066298698787094,8.155173714524338,5.01308953409086,5155.596646960618,-943.2992962011072,1470.8132450837056,85.62178351283862,-758.6565112747544,0.4371555892586947,-0.013099793321425246,γ‑FeO(OH),Immersion,TIG,
Kaggle-Env,Steel A,Accelerated Chamber,18.26070673863182,36.100074170794855,7.760236597985229,4.0399151066337975,12310.762052622293,-677.3140947614746,1807.0340580458544,57.44215600082562,-634.1554383498637,0.3090673203304172,-0.2279006687481489,α‑Fe,Tidal,MIG,
Kaggle-Env,Steel C,Accelerated Chamber,30.72411304522116,33.12907394213648,7.659492262541359,6.8937746494196475,6028.06551158179,-736.6059011965845,2260.1621176587996,158.68974302714435,-829.6148097048101,0.2940876231900834,-0.36238040948149586,γ‑FeO(OH),Atmospheric,MIG,
Kaggle-Env,Steel B,Natural Seawater,29.688878641511828,32.710962537640654,7.660462614271227,6.142626397390314,13577.409951083504,-705.1261506322573,2484.1766964475846,66.73894999358711,-693.4499624720819,0.6963812898423476,-0.14528056768301262,Fe₃O₄,Immersion,None,
Kaggle-Env,Steel B,Natural Seawater,22.687100770482697,35.976682827027034,7.570491945643145,7.344470812828995,16483.854842270244,-656.6457587539751,2334.2789665656446,141.24792500116575,-719.4685257710815,0.22514913002975454,-0.36425399872864433,Fe₃O₄,Tidal,None,
Kaggle-Env,Steel A,Lab Seawater,15.503868279184587,38.66095633611691,7.685646704901243,7.285553451602777,15782.47961974841,-669.0161728114249,1557.200893936565,92.15746252503337,-623.9557799916817,0.45150972554127283,-0.04787835429621745,γ‑FeO(OH),Immersion,Arc,
Kaggle-Env,Steel B,Accelerated Chamber,31.779946554360215,39.46733728923395,8.164219384988968,7.373304671151533,15456.175287684853,-613.6779485749114,1292.7497758279756,76.0244075532533,-662.6566439453006,0.30092219345991095,-0.3126390147463118,α‑Fe,Atmospheric,Arc,
Kaggle-Env,Steel A,Natural Seawater,15.228359669081472,31.059058044037577,8.381690611843508,5.94037863991816,4566.72570815279,-762.4227224017586,1734.088806109883,106.96272843789762,-751.688159383088,0.7275981294070846,-0.2250657186118974,γ‑FeO(OH),Tidal,TIG,
Kaggle-Env,Steel A,Accelerated Chamber,29.07399559258102,31.5482861259772,8.314125685591161,5.334513583347462,2679.3139927058555,-779.0265285690332,2112.4621777540633,170.21686643344304,-720.0393256180624,0.5342243079650211,-0.47471344808788557,Fe₂O₃,Splash,MIG,
Kaggle-Env,Steel B,Accelerated Chamber,34.40514219452114,39.447362587830796,8.185134309874485,7.16623281036548,14280.027741260326,-809.3394800382445,1738.8536061299465,108.8140365356859,-635.5647366955877,0.33882838182610886,-0.2869393810238846,Fe₂O₃,Splash,Arc,
Kaggle-Env,Steel A,Lab Seawater,23.75322656296407,37.365352283347924,7.610431863411103,5.80517645211702,7998.597062092675,-896.2081350045285,1724.7712949705028,162.61544738165836,-810.1684253945729,0.501456372299826,-0.08381823016950252,Fe₂O₃,Immersion,TIG,
Kaggle-Env,Steel B,Lab Seawater,19.699468099919056,38.82993824829773,7.78918744629595,4.733768785613738,9214.578301663598,-749.5874684912922,2257.345631622701,68.8229445198726,-835.6218529497779,0.6388918158218695,-0.09717559731832903,γ‑FeO(OH),Atmospheric,MIG,
Kaggle-Env,Steel C,Accelerated Chamber,29.097420200867635,32.02632634135343,7.809806875322469,7.419896078245897,1591.8327630744302,-853.0456164859074,1542.1056686007796,165.91571294976188,-946.2161207276813,0.7748708053516604,-0.3878407205732369,γ‑FeO(OH),Tidal,None,
Kaggle-Env,Steel C,Accelerated Chamber,31.342562840311704,35.87585871109402,7.749956946397621,7.530239507089389,5931.952536225935,-627.5423707254586,2289.6920122174683,85.5399987359973,-660.7071240329875,0.3322676025472514,-0.38696046449471866,γ‑FeO(OH),Atmospheric,TIG,
Kaggle-Env,Steel A,Accelerated Chamber,25.92860632155695,37.01139594417474,8.015005659709724,5.8652390245606805,1639.8516736148163,-745.8832185030159,1610.2072014275855,151.60896948333092,-669.6567548588223,0.7317090632776071,-0.09134734389338162,Fe₂O₃,Tidal,None,
Kaggle-Env,Steel B,Accelerated Chamber,34.340705505122926,36.80111885446973,8.035553814879673,4.30279890923915,17704.529679423704,-742.5059368221614,1492.3496585175092,134.86723322614944,-913.440918664947,0.7605824685004943,-0.03480078991533725,α‑Fe,Immersion,Arc,
Kaggle-Env,Steel B,Lab Seawater,16.03337443315922,34.081516908666984,7.85688597517111,5.551304359667725,5624.536981152079,-825.7763686930465,1680.9848667995484,189.3717075817531,-748.0999166035549,0.7498523267192398,-0.4523195393634982,Fe₃O₄,Tidal,Arc,
Kaggle-Env,Steel C,Natural Seawater,25.09591196609056,30.153948916913084,7.853789158736436,7.214150637850413,11589.406221887153,-931.8037268078024,2143.670438012303,108.0983776962971,-787.6064056415894,0.581248614117146,-0.27497068028688737,γ‑FeO(OH),Atmospheric,MIG,
Kaggle-Env,Steel C,Lab Seawater,29.369078946451,35.82926056804263,8.328555597906082,7.607096114184914,1740.6070925614779,-938.8896821194539,1189.0030417959915,59.924778325166066,-908.451816571811,0.5778923926608247,-0.3312728605178855,α‑Fe,Atmospheric,TIG,
Kaggle-Env,Steel B,Natural Seawater,32.252809422983574,32.53101539179609,8.289292848319686,4.813890969990384,13670.100434807504,-801.8326995463808,1294.628823808026,52.87332283268793,-606.8011205287468,0.4419263799102937,-0.06465577227128033,Fe₃O₄,Immersion,None,
Kaggle-Env,Steel A,Accelerated Chamber,18.5851122381558,34.5025424614289,7.807795831680746,4.267894448101086,7137.519569327784,-920.4021176659668,2427.167238494638,174.02878414591297,-874.8564393878256,0.6514387293822728,-0.4582375426599906,Fe₃O₄,Atmospheric,MIG,
Kaggle-Env,Steel C,Natural Seawater,31.00006963527363,39.57581015083817,8.413788443873258,7.509401812531355,18060.46455219565,-737.6035655609513,1263.237441072036,128.71034564921484,-926.4680369683036,0.5187764110105593,-0.3944370287209813,Fe₃O₄,Tidal,Arc,
Kaggle-Env,Steel A,Lab Seawater,26.054141514370905,33.99035317642435,8.452815017002505,5.557619755915502,17874.24558974668,-641.6594480261199,1851.5909768965819,166.28660777524237,-741.8034171743317,0.6064628427369767,-0.12376583120675283,α‑Fe,Immersion,Arc,
Kaggle-Env,Steel A,Lab Seawater,22.931073639799266,38.39801606664427,7.826742542030041,6.167043857070253,7180.521748873208,-640.9798142184472,1868.971699992907,85.16384000172721,-691.3966630034386,0.4570747423092773,-0.4743530755093922,α‑Fe,Tidal,TIG,
Kaggle-Env,Steel C,Accelerated Chamber,17.63430057158187,31.88540605749251,7.854424948793055,7.872263248203035,18118.25701811889,-719.3341064537187,1734.4366930753672,101.76256182698506,-938.6447938834846,0.6388978784258835,-0.25373230964285537,Fe₂O₃,Atmospheric,None,
Kaggle-Env,Steel A,Lab Seawater,32.30591517817825,36.72460498025029,8.005634153421958,4.266258911656891,19926.995796476796,-876.0688589844741,1967.117872865228,54.51558083169784,-719.4488264455422,0.6946829105627295,-0.27894648266014,α‑Fe,Immersion,TIG,
Kaggle-Env,Steel A,Accelerated Chamber,18.14546416359431,39.770069544389436,8.441120812533674,6.593272029808382,16682.89761835501,-647.9511090243948,1344.7400886964276,194.2238486861168,-763.697843416991,0.28786175396168967,-0.33279941050562567,α‑Fe,Tidal,None,
Kaggle-Env,Steel B,Lab Seawater,21.195757184181986,31.018931008729368,8.376319433142312,4.296421690299468,17052.55560734935,-639.8672976403772,1828.9934016651223,150.180186005122,-913.8572468937331,0.6997578293445369,-0.3027138423405381,α‑Fe,Atmospheric,None,
Kaggle-Env,Steel A,Lab Seawater,20.800910639248738,30.08319942227192,7.60256796258359,5.501875713866001,5731.165986072709,-881.1712452664644,1558.2598828703458,189.98076316389594,-889.6166430687733,0.5241779190741844,-0.23502970653488353,Fe₃O₄,Atmospheric,TIG,
Kaggle-Env,Steel B,Accelerated Chamber,32.428280683817086,34.33582792632615,7.892730743271416,7.2152581807737874,11957.34557829737,-691.900869980263,1992.5008894437835,89.82446111436084,-751.2089959393718,0.7067995454541347,-0.41931632080580844,γ‑FeO(OH),Splash,MIG,
Kaggle-Image,Steel C,Natural Seawater,27.399371297483285,35.532906396230004,7.698814060937403,5.49578853791627,12962.93855383326,-800.145689439458,1706.9624118611819,100.04913359505389,-790.1137684053526,0.2724479815380081,-0.33538469232930274,Fe₃O₄,Splash,None,None
Kaggle-Image,Steel C,Accelerated Chamber,28.963968613529996,35.20449404165286,7.815010507183425,7.545152865822871,17406.20755901319,-928.5012047590585,1708.773164229378,108.15427322585101,-654.01642781543,0.7861793276759736,-0.4737591449501362,γ‑FeO(OH),Splash,MIG,Crack
Kaggle-Image,Steel A,Accelerated Chamber,19.298330627734384,39.945819890352595,7.724602440074885,4.605484685053099,3513.4710053697268,-871.6263942711937,1567.336772865017,70.75523013322851,-910.0170014930114,0.3121588576648682,-0.27488185666369136,γ‑FeO(OH),Tidal,None,None
Kaggle-Image,Steel A,Natural Seawater,15.839281468872686,32.01841835363758,7.569153567718502,4.607544689346521,19574.20924655582,-822.8545212603851,1775.9402232283796,160.72524058052653,-860.6263274198844,0.4671644148588228,-0.3726256463316406,γ‑FeO(OH),Tidal,None,Corrosion
Kaggle-Image,Steel C,Natural Seawater,22.27290717838899,32.58103929160468,8.327498741635674,5.314232599543194,12069.944274766945,-796.4733749138808,1619.6610965907162,178.54466221643585,-660.208237774212,0.492870526060241,-0.32405758282649677,α‑Fe,Tidal,Arc,Crack
Kaggle-Image,Steel C,Natural Seawater,16.971884604838728,31.135406423262868,7.754540542921661,4.217864189467351,19914.00889458947,-607.8763096268874,1299.0182342067747,190.80719530610526,-817.7020864808464,0.6878376783284721,-0.1471923476078535,Fe₃O₄,Tidal,None,Crack
Kaggle-Image,Steel A,Lab Seawater,17.329556993466742,39.17543009653745,7.973027503343021,4.72983216260996,18318.779791451165,-667.2470240106065,1618.5497309120215,123.85434552794388,-606.5864544221552,0.2595377576567881,-0.23922450804451645,γ‑FeO(OH),Immersion,TIG,None
Kaggle-Image,Steel C,Natural Seawater,20.085224628897294,37.77811244458451,7.543315273254312,7.860838554182941,5208.82817014901,-691.9065194908188,1108.4154213597649,155.12985486881428,-786.8113514652576,0.4571865675251191,-0.43767628550359333,α‑Fe,Tidal,TIG,Crack
Kaggle-Image,Steel B,Lab Seawater,20.909358492535187,38.22339111456847,8.199339466252644,5.712735759468691,2067.078188162949,-762.035539840309,1863.6787941616174,178.33266851538087,-672.8225319626825,0.5771013021417224,-0.019292729788180474,Fe₃O₄,Splash,Arc,Crack
Kaggle-Image,Steel B,Accelerated Chamber,25.599406820428413,39.027637879645084,7.830561002306291,6.528076833689745,5857.14278211187,-656.0007837884798,2280.481823411668,112.7436666640229,-809.1925355161698,0.32909337297443336,-0.18204461714513082,Fe₃O₄,Tidal,Arc,Crack
